		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000001101   27   16   28   26   26   38   20   28 13.249050 0.103563 SUCCESS   6
000001111   32   25   27   17   32   17   30   24 11.172419 0.192120 SUCCESS   7
000010001   21   21   18   22   30   24   23   27  4.662510 0.792963 SUCCESS   8
000010011   25   28   31   17   20   35   27   25 10.613708 0.224562 SUCCESS   9
000010101   27   23   24   20   28   21   25   26  2.358820 0.967990 SUCCESS  10
000010111   17   13   23   26   18   32   28   19 13.981861 0.082239 SUCCESS  11
000011001   23   28   19   29   24   26   25   25  2.910249 0.939863 SUCCESS  12
000011011   31   22   38   23   22   33   16   29 17.274549 0.027374 SUCCESS  13
000011101   17   24   23   32   23   17   30   23  8.670798 0.370823 SUCCESS  14
000011111   38   31   32   17   38   17   27   25 24.910486 0.001610 FAILURE  15
000100011   27   29   22   25   19   22   28   31  5.317208 0.723197 SUCCESS  16
000100101   30   22   21   20   22   19   31   19  7.441501 0.489831 SUCCESS  17
000100111   20   25   19   19   29   36   29   35 15.562669 0.049085 SUCCESS  18
000101001   15   30   27   20   24   22   17   30 10.076843 0.259674 SUCCESS  19
000101011   35   28   21   29   34   33   25   21 14.242682 0.075655 SUCCESS  20
000101101   19   24   22   23   26   17   26   16  7.092638 0.526672 SUCCESS  21
000101111   23   19   23   34   18   28   21   17 10.398565 0.238158 SUCCESS  22
000110011   31   17   24   27   24   23   28   23  5.180840 0.738084 SUCCESS  23
000110101   19   28   26   22   19   33   26   29  7.511671 0.482562 SUCCESS  24
000110111   30   19   32   20   19   30   28   33 12.079994 0.147670 SUCCESS  25
000111001   20   24   22   30   12   22   21   19 10.879824 0.208602 SUCCESS  26
000111011   20   30   22   30   25   26   40   19 15.393202 0.051936 SUCCESS  27
000111101   20   23   26   20   22   20   30   27  4.510255 0.808406 SUCCESS  28
000111111   34   27   22   17   32   18   22   27 11.468324 0.176548 SUCCESS  29
001000011   34   20   27   23   18   18   30   23  9.976222 0.266699 SUCCESS  30
001000101   24   19   22   20   27   27   20   23  3.780753 0.876343 SUCCESS  31
001000111   23   29   16   27   22   24   38   28 12.892905 0.115588 SUCCESS  32
001001011   34   30   22   25   31   16   28   20 11.698031 0.165194 SUCCESS  33
001001101   22   29   26   18   25   26   21   26  3.705949 0.882632 SUCCESS  34
001001111   21   21   26   24   34   31   23   21  7.418332 0.492242 SUCCESS  35
001010011   24   28   24   19   26   22   22   30  3.723161 0.881197 SUCCESS  36
001010101   21   28   22   26   20   14   24   26  6.907283 0.546668 SUCCESS  37
001010111   34   25   18   31   23   33   30   25 12.064106 0.148366 SUCCESS  38
001011011   15   30   27   29   23   22   24   26  6.697436 0.569601 SUCCESS  39
001011101   35   25   20   25   20   25   29   26  7.452755 0.488662 SUCCESS  40
001011111   31   25   24   26   18   27   14   13 14.083806 0.079607 SUCCESS  41
001100101   31   28   19   24   30   17   21   26  7.883704 0.444912 SUCCESS  42
001100111   27   21   22   27   21   24   18   25  3.552370 0.895087 SUCCESS  43
001101011   29   23   20   15   25   27   15   29 10.483298 0.232728 SUCCESS  44
001101101   25   25   22   21   23   28   24   24  1.409541 0.994110 SUCCESS  45
001101111   29   22   29   25   21   27   22   23  3.155844 0.924200 SUCCESS  46
001110101   23   21   23   22   25   27   28   24  1.757081 0.987575 SUCCESS  47
001110111   26   34   22   31   28   24   30   22  8.233891 0.410963 SUCCESS  48
001111011   19   22   32   25   27   20   28   15  9.340059 0.314426 SUCCESS  49
001111101   21   29   24   28   33   28   18   19  8.595994 0.377514 SUCCESS  50
001111111   27   28   25   14   25   22   32   25  8.155115 0.418467 SUCCESS  51
010000011   24   24   19   25   28   25   22   24  2.078803 0.978500 SUCCESS  52
010000111   29   19   30   22   20   18   26   28  6.917213 0.545591 SUCCESS  53
010001011   27   20   21   29   21   25   30   26  4.435451 0.815856 SUCCESS  54
010001111   19   22   19   14   31   24   32   25 11.610650 0.169439 SUCCESS  55
010010011   21   30   25   25   27   29   18   23  4.850512 0.773428 SUCCESS  56
010010111   38   28   25   19   29   19   29   15 16.408679 0.036890 SUCCESS  57
010011011   18   30   25   28   22   30   16   25  8.205426 0.413665 SUCCESS  58
010011111   28   30   20   25   27   25   22   25  3.275000 0.915934 SUCCESS  59
010100011   24   19   28   23   26   20   25   31  4.663834 0.792827 SUCCESS  60
010100111   23   29   29   24   24   30   30   25  4.564537 0.802942 SUCCESS  61
010101011   21   27   18   23   23   14   23   21  7.829421 0.450308 SUCCESS  62
010101111   21   32   26   29   21   27   26   30  6.157260 0.629621 SUCCESS  63
010110011   24   25   18   20   30   21   23   32  6.925819 0.544657 SUCCESS  64
010110111   22   23   22   29   25   26   20   32  4.859118 0.772522 SUCCESS  65
010111011   32   17   15   23   17   30   28   17 15.109213 0.057056 SUCCESS  66
010111111   32   32   27   22   14   18   22   14 16.566893 0.034949 SUCCESS  67
011000111   19   25   16   31   20   22   24   19  8.389456 0.396380 SUCCESS  68
011001111   28   23   23   34   25   19   19   22  7.349486 0.499437 SUCCESS  69
011010111   22   32   17   12   20   23   26   21 13.023977 0.111027 SUCCESS  70
011011111   19   23   30   32   19   27   26   20  7.544770 0.479151 SUCCESS  71
011101111   30   26   17   27   29   28   30   24  6.826522 0.555460 SUCCESS  72
011111111   24   23   32   20   22   20   31   22  6.510757 0.590215 SUCCESS  73
100000000   22   23   26   24   28   26   13   24  6.611378 0.579082 SUCCESS  74
100010000   30   22   25   33   26   23   23   19  6.232064 0.621255 SUCCESS  75
100100000   18   20   20   21   24   29   24   20  5.593253 0.692688 SUCCESS  76
100101000   28   22   28   32   24   20   24   19  5.858707 0.663055 SUCCESS  77
100110000   19   30   33   20   17   25   25   20  9.687599 0.287641 SUCCESS  78
100111000   18   20   24   21   16   31   25   35 12.661874 0.124025 SUCCESS  79
101000000   22   20   23   24   20   19   30   29  5.433716 0.710372 SUCCESS  80
101000100   29   28   28   29   28   22   23   26  3.878064 0.867954 SUCCESS  81
101001000   31   25   22   18   21   30   18   27  7.679814 0.465355 SUCCESS  82
101001100   22   27   29   27   26   19   25   24  3.079716 0.929256 SUCCESS  83
101010000   17   20   37   24   18   26   24   29 12.620169 0.125604 SUCCESS  84
101010100   29   22   30   32   15   22   22   33 12.282559 0.139035 SUCCESS  85
101011000   22   25   20   17   26   25   21   32  6.459123 0.595945 SUCCESS  86
101011100   32   16   18   25   22   24   23   20  8.339146 0.401062 SUCCESS  87
101100000   19   20   29   18   32   34   23   36 16.825065 0.031983 SUCCESS  88
101100100   21   23   16   28   29   23   31   20  7.755941 0.457666 SUCCESS  89
101101000   29   28   18   33   22   23   25   26  6.766282 0.562046 SUCCESS  90
101101100   24   30   26   23   29   21   27   20  4.020389 0.855279 SUCCESS  91
101110000   20   25   21   20   31   24   21   25  4.501649 0.809268 SUCCESS  92
101110100   26   35   28   22   23   21   27   30  7.851929 0.448066 SUCCESS  93
101111000   28   27   22   24   25   15   29   26  5.850102 0.664018 SUCCESS  94
101111100   18   19   28   21   25   24   32   15 10.220492 0.249890 SUCCESS  95
110000000   20   32   25   23   34   35   21   32 14.970859 0.059715 SUCCESS  96
110000010   17   17   23   16   27   22   30   27  9.855741 0.275297 SUCCESS  97
110000100   23   24   37   21   20   24   22   23  8.459626 0.389907 SUCCESS  98
110001000   35   21   18   19   22   25   27   26  8.874687 0.352977 SUCCESS  99
110001010   21   24   28   21   30   23   21   25  3.451749 0.902902 SUCCESS 100
110010000   22   24   24   22   24   19   30   26  3.180337 0.922536 SUCCESS 101
110010010   25   27   25   29   32   22   26   23  4.097841 0.848190 SUCCESS 102
110010100   22   26   22   35   20   21   27   21  7.442825 0.489693 SUCCESS 103
110011000   32   23   28   19   23   22   25   28  5.206657 0.735277 SUCCESS 104
110011010   17   17   25   22   26   26   31   21  7.450107 0.488937 SUCCESS 105
110100000   25   18   25   21   27   28   28   20  4.459944 0.813427 SUCCESS 106
110100010   23   26   24   28   31   26   29   28  4.149476 0.843392 SUCCESS 107
110100100   31   33   25   22   22   26   15   26  9.443328 0.306287 SUCCESS 108
110101000   23   24   21   25   18   21   27   22  3.348480 0.910626 SUCCESS 109
110101010   29   21   26   29   18   22   21   28  5.409223 0.713075 SUCCESS 110
110101100   22   14   23   19   31   25   19   31 11.085038 0.196927 SUCCESS 111
110110000   23   21   34   18   32   37   28   25 15.953237 0.043054 SUCCESS 112
110110010   30   24   15   32   18   18   26   25 11.119461 0.195022 SUCCESS 113
110110100   26   24   15   28   27   29   26   32  8.147834 0.419164 SUCCESS 114
110111000   25   24   19   24   32   29   21   22  5.341701 0.720508 SUCCESS 115
110111010   22   29   23   32   24   26   26   35  8.657558 0.372002 SUCCESS 116
110111100   34   26   28   31   22   16   30   29 11.868822 0.157153 SUCCESS 117
111000000   24   30   20   26   33   26   27   28  6.343939 0.608765 SUCCESS 118
111000010   26   30   19   23   28   22   23   21  4.121010 0.846044 SUCCESS 119
111000100   28   25   22   26   21   23   34   21  5.884525 0.660165 SUCCESS 120
111000110   27   12   27   18   26   20   25   32 12.212389 0.141976 SUCCESS 121
111001000   26   23   22   28   22   21   24   23  1.807391 0.986358 SUCCESS 122
111001010   25   32   18   37   16   23   30   22 15.569951 0.048966 SUCCESS 123
111001100   31   26   26   27   19   19   22   24  5.070289 0.750038 SUCCESS 124
111010000   25   24   19   18   24   22   25   22  3.500735 0.899133 SUCCESS 125
111010010   31   28   33   20   20   31   14   25 13.612477 0.092442 SUCCESS 126
111010100   25   21   26   24   20   30   26   28  3.427256 0.904761 SUCCESS 127
111010110   24   19   25   25   28   19   31   34  8.808489 0.358708 SUCCESS 128
111011000   26   23   21   25   30   37   26   21  9.351313 0.313532 SUCCESS 129
111011010   25   34   17   25   28   31   24   24  8.664840 0.371353 SUCCESS 130
111011100   29   24   22   23   34   30   20   16 10.273451 0.246355 SUCCESS 131
111100000   29   26   19   20   27   22   30   28  5.469463 0.706421 SUCCESS 132
111100010   21   24   24   25   22   21   31   20  3.917121 0.864523 SUCCESS 133
111100100   24   28   34   29   26   13   27   18 12.993526 0.112073 SUCCESS 134
111100110   30   25   27   17   24   23   26   23  4.231561 0.835650 SUCCESS 135
111101000   25   15   19   13   30   33   29   26 15.966477 0.042862 SUCCESS 136
111101010   32   26   32   23   17   26   21   25  8.020071 0.431512 SUCCESS 137
111101100   23   28   24   31   26   32   15   18 10.519045 0.230467 SUCCESS 138
111101110   28   26   15   24   43   28   21   16 23.094013 0.003246 FAILURE 139
111110000   29   26   22   28   26   20   30   19  5.291391 0.726026 SUCCESS 140
111110010   23   26   32   33   19   16   25   26 10.121195 0.256622 SUCCESS 141
111110100   32   35   22    9   18   32   20   25 22.516767 0.004043 FAILURE 142
111110110   25   25   18   29   29   37   22   15 14.273133 0.074918 SUCCESS 143
111111000   24   21   21   27   26   24   24   28  1.943759 0.982688 SUCCESS 144
111111010   41   28   29   12   16   28   23   28 23.806304 0.002470 FAILURE 145
111111100   21   27   27   32   23   16   28   28  7.681138 0.465221 SUCCESS 146
111111110   24   23   32   20   22   20   31   22  6.510757 0.590215 SUCCESS 147

